service_id,visit_id,car_id,tanggal,km_saat_servis,cabang,mekanik,kategori_servis,item_servis,qty,harga
SVC021329,V005492,CAR0480,2022-10-27,52998,Cabang Setia Budi,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,520000
SVC006167,V001583,CAR0145,2022-10-27,67230,Cabang Ringroad,Mekanik Joni,Oli & Filter,Filter Oli,1,84000
SVC006168,V001583,CAR0145,2022-10-27,67230,Cabang Ringroad,Mekanik Joni,Oli & Filter,Filter Udara,1,172000
SVC026431,V006808,CAR0591,2022-10-28,14591,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC002471,V000635,CAR0061,2022-10-28,57708,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,450000
SVC028695,V008079,CAR0362,2022-10-28,73690,Cabang Gatot Subroto,Mekanik Rudi,Rem & Kaki,Kampas Rem Depan,1,403000
SVC002473,V000635,CAR0061,2022-10-28,57708,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Udara,1,214000
SVC026432,V006808,CAR0591,2022-10-28,14591,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Oli,1,65000
SVC026433,V006808,CAR0591,2022-10-28,14591,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Udara,1,245000
SVC026434,V006808,CAR0591,2022-10-28,14591,Cabang Sisingamangaraja,Mekanik Anto,Tune Up,Busi (set),1,310000
SVC002472,V000635,CAR0061,2022-10-28,57708,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Oli,1,92000
SVC026435,V006808,CAR0591,2022-10-28,14591,Cabang Sisingamangaraja,Mekanik Anto,Rem & Kaki,Kampas Rem Depan,1,766000
SVC003492,V000905,CAR0081,2022-10-29,30350,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Udara,1,218000
SVC012696,V003263,CAR0299,2022-10-29,37465,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,420000
SVC012697,V003263,CAR0299,2022-10-29,37465,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Oli,1,72000
SVC012698,V003263,CAR0299,2022-10-29,37465,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,142000
SVC028374,V007807,CAR0072,2022-10-29,167723,Cabang Ringroad,Mekanik Hasan,Tune Up,Busi (set),1,445000
SVC007516,V001940,CAR0169,2022-10-29,39833,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Oli,1,82000
SVC007517,V001940,CAR0169,2022-10-29,39833,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Udara,1,135000
SVC007515,V001940,CAR0169,2022-10-29,39833,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,650000
SVC007518,V001940,CAR0169,2022-10-29,39833,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Kabin/AC,1,119000
SVC003491,V000905,CAR0081,2022-10-29,30350,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,450000
SVC011440,V002945,CAR0267,2022-10-29,14228,Cabang Krakatau,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC011441,V002945,CAR0267,2022-10-29,14228,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Oli,1,98000
SVC003493,V000905,CAR0081,2022-10-29,30350,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,109000
SVC011442,V002945,CAR0267,2022-10-29,14228,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Udara,1,209000
SVC011443,V002945,CAR0267,2022-10-29,14228,Cabang Krakatau,Mekanik Beni,Tune Up,Tune Up / Servis Berkala,1,648000
SVC005278,V001356,CAR0125,2022-10-30,68620,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,560000
SVC005279,V001356,CAR0125,2022-10-30,68620,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Oli,1,109000
SVC005280,V001356,CAR0125,2022-10-30,68620,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Udara,1,135000
SVC005281,V001356,CAR0125,2022-10-30,68620,Cabang Sisingamangaraja,Mekanik Rudi,Lainnya,Wiper,1,101000
SVC028411,V007837,CAR0151,2022-10-31,70416,Cabang Setia Budi,Mekanik Joni,Rem & Kaki,Ban (per pcs),4,808000
SVC019184,V004943,CAR0435,2022-10-31,37172,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,520000
SVC019185,V004943,CAR0435,2022-10-31,37172,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Oli,1,110000
SVC019186,V004943,CAR0435,2022-10-31,37172,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Udara,1,125000
SVC019187,V004943,CAR0435,2022-10-31,37172,Cabang Setia Budi,Mekanik Sahat,Tune Up,Busi (set),1,352000
SVC028279,V007725,CAR0426,2022-10-31,109948,Cabang Sisingamangaraja,Mekanik Sahat,Pendingin,Coolant/Radiator,1,124000
SVC012532,V003219,CAR0295,2022-11-01,64595,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Oli,1,87000
SVC024560,V006335,CAR0553,2022-11-01,52946,Cabang Sisingamangaraja,Mekanik Tigor,Rem & Kaki,Kampas Rem Depan,1,652000
SVC024558,V006335,CAR0553,2022-11-01,52946,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Udara,1,149000
SVC024557,V006335,CAR0553,2022-11-01,52946,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Oli,1,98000
SVC012534,V003219,CAR0295,2022-11-01,64595,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,127000
SVC012533,V003219,CAR0295,2022-11-01,64595,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Udara,1,163000
SVC027521,V007088,CAR0184,2022-11-01,71114,Cabang Setia Budi,Mekanik Tigor,Pendingin,Coolant/Radiator,1,195000
SVC012531,V003219,CAR0295,2022-11-01,64595,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,480000
SVC010365,V002673,CAR0243,2022-11-01,69045,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Oli,1,101000
SVC010366,V002673,CAR0243,2022-11-01,69045,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,119000
SVC024556,V006335,CAR0553,2022-11-01,52946,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,330000
SVC024559,V006335,CAR0553,2022-11-01,52946,Cabang Sisingamangaraja,Mekanik Tigor,Tune Up,Busi (set),1,218000
SVC010364,V002673,CAR0243,2022-11-01,69045,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,520000
SVC009380,V002416,CAR0219,2022-11-01,64073,Cabang Sisingamangaraja,Mekanik Sahat,Tune Up,Tune Up / Servis Berkala,1,466000
SVC009378,V002416,CAR0219,2022-11-01,64073,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,480000
SVC027820,V007333,CAR0476,2022-11-01,82880,Cabang Gatot Subroto,Mekanik Beni,Rem & Kaki,Spooring & Balancing,1,355000
SVC009379,V002416,CAR0219,2022-11-01,64073,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Oli,1,92000
SVC028747,V008127,CAR0160,2022-11-02,75073,Cabang Setia Budi,Mekanik Joni,Pendingin,Coolant/Radiator,1,233000
SVC002721,V000700,CAR0066,2022-11-02,28941,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,520000
SVC010228,V002637,CAR0239,2022-11-02,35899,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Oli,1,72000
SVC021468,V005527,CAR0482,2022-11-02,61291,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,166000
SVC021467,V005527,CAR0482,2022-11-02,61291,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,330000
SVC002722,V000700,CAR0066,2022-11-02,28941,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Udara,1,169000
SVC002723,V000700,CAR0066,2022-11-02,28941,Cabang Sisingamangaraja,Mekanik Anto,Tune Up,Tune Up / Servis Berkala,1,385000
SVC010229,V002637,CAR0239,2022-11-02,35899,Cabang Gatot Subroto,Mekanik Sahat,Pendingin,Coolant/Radiator,1,157000
SVC010227,V002637,CAR0239,2022-11-02,35899,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,330000
SVC019549,V005039,CAR0442,2022-11-03,53286,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC015332,V003951,CAR0351,2022-11-03,27515,Cabang Setia Budi,Mekanik Tigor,Lainnya,Wiper,1,195000
SVC015331,V003951,CAR0351,2022-11-03,27515,Cabang Setia Budi,Mekanik Tigor,Pendingin,Coolant/Radiator,1,182000
SVC019550,V005039,CAR0442,2022-11-03,53286,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Oli,1,88000
SVC015329,V003951,CAR0351,2022-11-03,27515,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,450000
SVC015330,V003951,CAR0351,2022-11-03,27515,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,113000
SVC019551,V005039,CAR0442,2022-11-03,53286,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Udara,1,247000
SVC022718,V005853,CAR0511,2022-11-04,23175,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Oli,1,75000
SVC022717,V005853,CAR0511,2022-11-04,23175,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,640000
SVC022719,V005853,CAR0511,2022-11-04,23175,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Udara,1,209000
SVC023782,V006137,CAR0531,2022-11-05,37239,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Oli,1,77000
SVC028766,V008142,CAR0111,2022-11-05,170774,Cabang Krakatau,Mekanik Tigor,Tune Up,Busi (set),1,252000
SVC023785,V006137,CAR0531,2022-11-05,37239,Cabang Sisingamangaraja,Mekanik Anto,Rem & Kaki,Kampas Rem Belakang,1,754000
SVC017219,V004434,CAR0393,2022-11-05,58918,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,330000
SVC017220,V004434,CAR0393,2022-11-05,58918,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Oli,1,85000
SVC023784,V006137,CAR0531,2022-11-05,37239,Cabang Sisingamangaraja,Mekanik Anto,Rem & Kaki,Kampas Rem Depan,1,556000
SVC017221,V004434,CAR0393,2022-11-05,58918,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Udara,1,225000
SVC017222,V004434,CAR0393,2022-11-05,58918,Cabang Krakatau,Mekanik Hasan,Tune Up,Busi (set),1,400000
SVC017223,V004434,CAR0393,2022-11-05,58918,Cabang Krakatau,Mekanik Hasan,Tune Up,Tune Up / Servis Berkala,1,457000
SVC017224,V004434,CAR0393,2022-11-05,58918,Cabang Krakatau,Mekanik Hasan,Pendingin,Coolant/Radiator,1,244000
SVC023783,V006137,CAR0531,2022-11-05,37239,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Udara,1,199000
SVC023781,V006137,CAR0531,2022-11-05,37239,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC027888,V007392,CAR0587,2022-11-06,171405,Cabang Ringroad,Mekanik Dani,Rem & Kaki,Spooring & Balancing,1,364000
SVC016359,V004213,CAR0374,2022-11-06,64974,Cabang Krakatau,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,500000
SVC010638,V002741,CAR0248,2022-11-06,28530,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,420000
SVC016360,V004213,CAR0374,2022-11-06,64974,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Udara,1,147000
SVC016361,V004213,CAR0374,2022-11-06,64974,Cabang Krakatau,Mekanik Beni,Tune Up,Busi (set),1,364000
SVC010639,V002741,CAR0248,2022-11-06,28530,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Oli,1,89000
SVC010640,V002741,CAR0248,2022-11-06,28530,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Udara,1,151000
SVC028530,V007938,CAR0300,2022-11-06,131945,Cabang Setia Budi,Mekanik Rudi,Kelistrikan,Aki/Accu,1,1328000
SVC004314,V001115,CAR0101,2022-11-07,58165,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Oli,1,68000
SVC020177,V005202,CAR0455,2022-11-07,13295,Cabang Gatot Subroto,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,768000
SVC022952,V005913,CAR0517,2022-11-07,18403,Cabang Ringroad,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,715000
SVC022951,V005913,CAR0517,2022-11-07,18403,Cabang Ringroad,Mekanik Hasan,Oli & Filter,Filter Oli,1,62000
SVC022950,V005913,CAR0517,2022-11-07,18403,Cabang Ringroad,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,420000
SVC004318,V001115,CAR0101,2022-11-07,58165,Cabang Gatot Subroto,Mekanik Anto,Tune Up,Tune Up / Servis Berkala,1,484000
SVC020178,V005202,CAR0455,2022-11-07,13295,Cabang Gatot Subroto,Mekanik Joni,Rem & Kaki,Kampas Rem Belakang,1,615000
SVC028732,V008113,CAR0061,2022-11-07,98584,Cabang Sisingamangaraja,Mekanik Sahat,Rem & Kaki,Ban (per pcs),4,883000
SVC020174,V005202,CAR0455,2022-11-07,13295,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC020179,V005202,CAR0455,2022-11-07,13295,Cabang Gatot Subroto,Mekanik Joni,Pendingin,Coolant/Radiator,1,209000
SVC004317,V001115,CAR0101,2022-11-07,58165,Cabang Gatot Subroto,Mekanik Anto,Tune Up,Busi (set),1,295000
SVC020175,V005202,CAR0455,2022-11-07,13295,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Oli,1,73000
SVC020176,V005202,CAR0455,2022-11-07,13295,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Udara,1,150000
SVC028172,V007638,CAR0505,2022-11-07,144108,Cabang Ringroad,Mekanik Rudi,Tune Up,Busi (set),1,344000
SVC004316,V001115,CAR0101,2022-11-07,58165,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,131000
SVC004313,V001115,CAR0101,2022-11-07,58165,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC004315,V001115,CAR0101,2022-11-07,58165,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Udara,1,260000
SVC028517,V007928,CAR0442,2022-11-08,59060,Cabang Sisingamangaraja,Mekanik Dani,Tune Up,Busi (set),1,220000
SVC028678,V008064,CAR0566,2022-11-08,133534,Cabang Sisingamangaraja,Mekanik Hasan,Pendingin,Coolant/Radiator,1,148000
SVC028359,V007795,CAR0088,2022-11-08,177343,Cabang Setia Budi,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,606000
SVC027242,V007010,CAR0613,2022-11-09,52475,Cabang Sisingamangaraja,Mekanik Anto,Lainnya,Wiper,1,133000
SVC002205,V000569,CAR0054,2022-11-09,27102,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Udara,1,222000
SVC027240,V007010,CAR0613,2022-11-09,52475,Cabang Sisingamangaraja,Mekanik Anto,Rem & Kaki,Kampas Rem Depan,1,532000
SVC002204,V000569,CAR0054,2022-11-09,27102,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Oli,1,115000
SVC002203,V000569,CAR0054,2022-11-09,27102,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,420000
SVC020142,V005193,CAR0454,2022-11-09,27874,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Udara,1,163000
SVC020143,V005193,CAR0454,2022-11-09,27874,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,147000
SVC020141,V005193,CAR0454,2022-11-09,27874,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Oli,1,91000
SVC002206,V000569,CAR0054,2022-11-09,27102,Cabang Sisingamangaraja,Mekanik Sahat,Drivetrain,Oli Gardan/Transfer,1,260000
SVC020140,V005193,CAR0454,2022-11-09,27874,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,520000
SVC027241,V007010,CAR0613,2022-11-09,52475,Cabang Sisingamangaraja,Mekanik Anto,Rem & Kaki,Kampas Rem Belakang,1,653000
SVC027239,V007010,CAR0613,2022-11-09,52475,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Udara,1,169000
SVC027238,V007010,CAR0613,2022-11-09,52475,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,520000
SVC000752,V000194,CAR0018,2022-11-10,43688,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Oli,1,69000
SVC000751,V000194,CAR0018,2022-11-10,43688,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC018966,V004887,CAR0432,2022-11-10,28067,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,720000
SVC018967,V004887,CAR0432,2022-11-10,28067,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Oli,1,81000
SVC000753,V000194,CAR0018,2022-11-10,43688,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,159000
SVC000754,V000194,CAR0018,2022-11-10,43688,Cabang Krakatau,Mekanik Joni,Lainnya,Wiper,1,112000
SVC018968,V004887,CAR0432,2022-11-10,28067,Cabang Gatot Subroto,Mekanik Dani,Tune Up,Tune Up / Servis Berkala,1,376000
SVC016905,V004354,CAR0385,2022-11-10,62857,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,420000
SVC016906,V004354,CAR0385,2022-11-10,62857,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Oli,1,91000
SVC016907,V004354,CAR0385,2022-11-10,62857,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Udara,1,157000
SVC023314,V006010,CAR0524,2022-11-11,34966,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Oli,1,66000
SVC023315,V006010,CAR0524,2022-11-11,34966,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Udara,1,210000
SVC023316,V006010,CAR0524,2022-11-11,34966,Cabang Ringroad,Mekanik Rudi,Pendingin,Coolant/Radiator,1,142000
SVC005699,V001459,CAR0134,2022-11-11,45921,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,450000
SVC005700,V001459,CAR0134,2022-11-11,45921,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Oli,1,98000
SVC005701,V001459,CAR0134,2022-11-11,45921,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Udara,1,216000
SVC006782,V001752,CAR0155,2022-11-11,54729,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC006784,V001752,CAR0155,2022-11-11,54729,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Udara,1,180000
SVC028709,V008092,CAR0308,2022-11-11,84542,Cabang Setia Budi,Mekanik Hasan,Kelistrikan,Aki/Accu,1,1244000
SVC028270,V007716,CAR0216,2022-11-11,147357,Cabang Ringroad,Mekanik Joni,Kelistrikan,Aki/Accu,1,1680000
SVC006786,V001752,CAR0155,2022-11-11,54729,Cabang Gatot Subroto,Mekanik Beni,Lainnya,Wiper,1,106000
SVC023313,V006010,CAR0524,2022-11-11,34966,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,330000
SVC028706,V008089,CAR0273,2022-11-11,167418,Cabang Ringroad,Mekanik Joni,Kelistrikan,Aki/Accu,1,927000
SVC006785,V001752,CAR0155,2022-11-11,54729,Cabang Gatot Subroto,Mekanik Beni,Kelistrikan,Aki/Accu,1,1805000
SVC006783,V001752,CAR0155,2022-11-11,54729,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Oli,1,112000
SVC028842,V008201,CAR0171,2022-11-12,44438,Cabang Krakatau,Mekanik Sahat,Kelistrikan,Aki/Accu,1,1142000
SVC003605,V000935,CAR0082,2022-11-12,46501,Cabang Krakatau,Mekanik Sahat,Lainnya,Wiper,1,188000
SVC003604,V000935,CAR0082,2022-11-12,46501,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,480000
SVC011205,V002883,CAR0262,2022-11-14,30933,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Oli,1,89000
SVC001960,V000504,CAR0048,2022-11-14,18223,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Udara,1,191000
SVC014372,V003696,CAR0334,2022-11-14,58043,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Udara,1,186000
SVC001959,V000504,CAR0048,2022-11-14,18223,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Oli,1,91000
SVC014370,V003696,CAR0334,2022-11-14,58043,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,420000
SVC011204,V002883,CAR0262,2022-11-14,30933,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,600000
SVC001958,V000504,CAR0048,2022-11-14,18223,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,500000
SVC014371,V003696,CAR0334,2022-11-14,58043,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Oli,1,99000
SVC027438,V007061,CAR0618,2022-11-14,11654,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,780000
SVC027439,V007061,CAR0618,2022-11-14,11654,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Oli,1,80000
SVC027440,V007061,CAR0618,2022-11-14,11654,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Udara,1,193000
SVC027441,V007061,CAR0618,2022-11-14,11654,Cabang Setia Budi,Mekanik Beni,Lainnya,Wiper,1,134000
SVC014492,V003727,CAR0337,2022-11-15,39692,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Oli,1,90000
SVC014491,V003727,CAR0337,2022-11-15,39692,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,330000
SVC021396,V005508,CAR0481,2022-11-16,27348,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Oli,1,90000
SVC020411,V005262,CAR0460,2022-11-16,72700,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,256000
SVC020410,V005262,CAR0460,2022-11-16,72700,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Oli,1,88000
SVC020409,V005262,CAR0460,2022-11-16,72700,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC013499,V003468,CAR0317,2022-11-16,16271,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,190000
SVC013498,V003468,CAR0317,2022-11-16,16271,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Oli,1,107000
SVC013497,V003468,CAR0317,2022-11-16,16271,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,330000
SVC028916,V008265,CAR0202,2022-11-16,71629,Cabang Setia Budi,Mekanik Rudi,Kelistrikan,Aki/Accu,1,1066000
SVC027742,V007271,CAR0354,2022-11-16,137126,Cabang Setia Budi,Mekanik Joni,Tune Up,Busi (set),1,319000
SVC020412,V005262,CAR0460,2022-11-16,72700,Cabang Krakatau,Mekanik Joni,Tune Up,Tune Up / Servis Berkala,1,355000
SVC021398,V005508,CAR0481,2022-11-16,27348,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,135000
SVC021397,V005508,CAR0481,2022-11-16,27348,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Udara,1,206000
SVC021395,V005508,CAR0481,2022-11-16,27348,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,330000
SVC020413,V005262,CAR0460,2022-11-16,72700,Cabang Krakatau,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,533000
SVC022174,V005708,CAR0499,2022-11-17,26319,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,780000
SVC028046,V007527,CAR0164,2022-11-17,111219,Cabang Ringroad,Mekanik Rudi,Kelistrikan,Aki/Accu,1,1787000
SVC022176,V005708,CAR0499,2022-11-17,26319,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Udara,1,206000
SVC014779,V003803,CAR0342,2022-11-17,66507,Cabang Gatot Subroto,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,550000
SVC014778,V003803,CAR0342,2022-11-17,66507,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Oli,1,109000
SVC014777,V003803,CAR0342,2022-11-17,66507,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,450000
SVC022175,V005708,CAR0499,2022-11-17,26319,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Oli,1,60000
SVC014780,V003803,CAR0342,2022-11-17,66507,Cabang Gatot Subroto,Mekanik Dani,Lainnya,Wiper,1,157000
SVC013579,V003491,CAR0319,2022-11-18,69922,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,650000
SVC013580,V003491,CAR0319,2022-11-18,69922,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Oli,1,107000
SVC020014,V005160,CAR0452,2022-11-18,59467,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Udara,1,190000
SVC020013,V005160,CAR0452,2022-11-18,59467,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Oli,1,91000
SVC020012,V005160,CAR0452,2022-11-18,59467,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC013581,V003491,CAR0319,2022-11-18,69922,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Udara,1,234000
SVC013583,V003491,CAR0319,2022-11-18,69922,Cabang Sisingamangaraja,Mekanik Tigor,Kelistrikan,Aki/Accu,1,986000
SVC013582,V003491,CAR0319,2022-11-18,69922,Cabang Sisingamangaraja,Mekanik Tigor,Tune Up,Tune Up / Servis Berkala,1,500000
SVC027932,V007431,CAR0190,2022-11-18,69971,Cabang Sisingamangaraja,Mekanik Joni,Kelistrikan,Aki/Accu,1,1497000
SVC005991,V001535,CAR0141,2022-11-18,38171,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,480000
